date,location,text
2022-01-27 10:42:34,"b'Madrid, Espa\xc3\xb1a'","b'M\xc3\xa1s de la mitad de los ni\xc3\xb1os de 5-11 a\xc3\xb1os han recibido una dosis de vacuna del covid \nDespu\xc3\xa9s de solo 6 semanas, con elevada transmisi\xc3\xb3n comunitaria de la infecci\xc3\xb3n, es buen dato\nPor \xe2\x81\xa6@NMarquezA\xe2\x81\xa9 en \xe2\x81\xa6@diariosevilla\xe2\x81\xa9  https://t.co/0aOB08H2Qt'"
2022-01-27 10:41:32,"b'Martorell, Espa\xc3\xb1a'","b'Pues 3 vacuna puesta, ma\xc3\xb1ana a moquear, fiebre y dolor de brazo https://t.co/smIN1SE7QH'"
2022-01-27 10:41:29,"b'Madrid, Espa\xc3\xb1a'","b'@percebarmarrano @flombao @IdiazAyuso Un anti vacunas no se hubiera puesto ninguna vacuna, y yo tengo puestas todas las que me ha prescrito el m\xc3\xa9dico, si t\xc3\xba eres un ignorante y bajo tu propia responsabilidad te has inoculado una terapia experimental, a mi no me llores ni me eches la culpa de los posibles efectos!'"
2022-01-27 10:38:05,"b'Vinar\xc3\xb2s, Espa\xc3\xb1a'","b'Que un colega tenga hoy la tercera vacuna y te diga: ""Entramos en la saga de Buu"".\n\nEs un genio del mal este @AquemRex'"
2022-01-27 10:35:01,"b'Extremadura, Espa\xc3\xb1a'",b'La polic\xc3\xada descubri\xc3\xb3 la trama de los falsos vacunados de covid-19 persiguiendo a terroristas isl\xc3\xa1micos https://t.co/0Nepndo2RS'
2022-01-27 10:34:21,"b'Galicia, Espa\xc3\xb1a'",b'La factura del covid o  de las vacunas? https://t.co/6GT5FLow5n'
2022-01-27 10:34:01,"b'Gijon, Asturias,Espa\xc3\xb1a'","b'@AdrianBarbon mi suegra fue a H Cabue\xc3\xb1es por problemas de Parkinson y su empeoramiento. Le detectaron COVID sin s\xc3\xadntomas. Ahora est\xc3\xa1 en cruz roja. Por la ""Nueva Sanidad"" no podemos verla. Tengo pasaporte COVID y 3 vacunas.Qu\xc3\xa9 ha hecho tu gobierno para que ancian@s no est\xc3\xa9n sol@s?'"
2022-01-27 10:32:49,"b'M\xc3\xa1laga, Espa\xc3\xb1a'",b'Encargado de una tienda quej\xc3\xa1ndose que en dos a\xc3\xb1os tres empleados se han dado de baja por covid. Y en tres meses llevan 6 bajas por reacci\xc3\xb3n a la vacuna.\nTiene cierto lado po\xc3\xa9tico'
2022-01-27 10:32:16,"b'Islas Canarias, Espa\xc3\xb1a'","b'@David06311468 Los m\xc3\xados son tambi\xc3\xa9n muy razonables:\n1) Ninguna instituci\xc3\xb3n cient\xc3\xadfica ha logrado aislar y secuenciar el supuesto virus.\n2) Si no hay virus, no hay vacuna.\n3) Tardaron ""cero coma"" en sacarlas, falseando los estudios.\n4) Ha enfermado a millones.\n5) Contiene grafeno. https://t.co/5v3f4FKHPG'"
2022-01-27 10:32:00,"b'Pa\xc3\xads Vasco, Espa\xc3\xb1a'","b'@amann_07 @rapica3 Es probable que se est\xc3\xa9 detectando la espiga, s\xc3\xad. Lo interesante ser\xc3\xada hacer pruebas de ant\xc3\xadgenos o pcr contra N para ver si hay anticuerpos pero creo que no hacen esas pruebas, retiraron analizar N en cuanto empezaron las vacunas, dec\xc3\xadan que era innecesario \xf0\x9f\xa4\xa8'"
2022-01-27 10:30:14,b'Espa\xc3\xb1a',"b'\xc2\xa1Atenci\xc3\xb3n! La Comisi\xc3\xb3n de Salud P\xc3\xbablica del Ministerio de Sanidad ha modificado, el 25 de enero de 2022, las recomendaciones vigentes con respecto a la vacunaci\xc3\xb3n de los ni\xc3\xb1os y adolescentes que ya han pasado la Covid, quedando as\xc3\xad:\n\nhttps://t.co/SPEKif500C https://t.co/O6c2piqqmN'"
2022-01-27 10:30:08,b'Espa\xc3\xb1a',b'#DIRECTO | M\xc3\xa1s de 330.000 madrile\xc3\xb1os empezar\xc3\xa1n a recibir desde hoy #SMS para ponerse la tercera dosis de la \xf0\x9f\x92\x89 #vacuna #Covid \n\n\xe2\x9e\xa1\xef\xb8\x8f https://t.co/RAmfFATOFa https://t.co/N8jp3u1gIY'
2022-01-27 10:30:02,b'Espa\xc3\xb1a ',"b'Coronavirus | El camino a seguir para evitar la aparici\xc3\xb3n de nuevas variantes \xe2\x9e\xa1 Un total de 120 farmac\xc3\xa9uticas de Asia, \xc3\x81frica y Am\xc3\xa9rica Latina podr\xc3\xadan fabricar vacunas de ARNm https://t.co/qbSqaOl650'"
2022-01-27 10:29:58,"b'Pa\xc3\xads Vasco, Espa\xc3\xb1a'","b'@SMuereT Pero \xc2\xbfvacunados? \xc2\xbfhay relaci\xc3\xb3n con la vacuna? No he le\xc3\xaddo nada sobre ello, lo siento \xf0\x9f\x98\x94'"
2022-01-27 10:29:50,"b'Madrid, Espa\xc3\xb1a'",b'Dile a @vonderleyen que no puede imponer la vacuna obligatoria contra el #COVID19 en la UE. Defiende tus #derechos y frena los planes de Bruselas https://t.co/NMvW0GE5Nj'
2022-01-27 10:29:43,"b'Comunidad de Madrid, Espa\xc3\xb1a'","b'Covid hoy, \xc3\xbaltima hora en directo | La Agencia Espa\xc3\xb1ola de Medicamentos incluye la parestesia como reacci\xc3\xb3n adversa de la vacuna de Moderna | Salud https://t.co/xmIJ15xasS'"
2022-01-27 10:29:28,b'Espa\xc3\xb1a',"b'Tercera vacuna puesta durante el pasado fin de semana. Pfizer otra vez (3) sin sintomas. #Yomevacuno aunque quiero q vacunen a todo el planeta, pq sino, esto no terminar\xc3\xa1 nunca.'"
2022-01-27 10:29:15,b'Espagne',b'Moderna inicia los ensayos de su vacuna espec\xc3\xadfica contra \xc3\x93micron\n#123INFO\nhttps://t.co/LthCWXZalH'
2022-01-27 10:29:03,"b'Santa Cruz de Tenerife, Espa\xc3\xb1a'",b'@20m @DYMinstituto @Clara_Pinar Y el n\xc3\xbamero va a seguir disminuyendo. Os pas\xc3\xa1is la vida exponiendo la vacuna como medio anticontagios y es mentira. Las vacunas son para que t\xc3\xba generes anticuerpos no para que t\xc3\xba no seas portador del mismo. La verdad es que ya basta de enga\xc3\xb1ar a la gente.'
2022-01-27 10:29:00,"b'Rojales , Espa\xc3\xb1a'",b'#ComunidadValenciana \n@GVAsanitat cita desde los 30 a\xc3\xb1os para la #vacuna de refuerzo contra el #coronavirus \nLa administraci\xc3\xb3n impulsar\xc3\xa1 la tercera dosis a partir del 31 de enero con la apertura de vacun\xc3\xb3dromos \nhttps://t.co/xiBWNwABgI a trav\xc3\xa9s de @ABC_CValenciana'
2022-01-27 10:28:52,"b'Pamplona, Espa\xc3\xb1a'",b'A\xc3\xban as\xc3\xad los medios de comunicaci\xc3\xb3n siguen incitando a la poblaci\xc3\xb3n a pincharse.\n\nLa Agencia Espa\xc3\xb1ola de Medicamentos incluye la parestesia como reacci\xc3\xb3n adversa de la vacuna de Moderna.\n\nhttps://t.co/P3aApmkicj'
2022-01-27 10:28:50,"b'Comunidad Valenciana, Espa\xc3\xb1a'",b'@Mor4Martn @KiraNoteFreak @danisalateruel @haskov_ @mianrey Es que si tanto conf\xc3\xadas en las vacunas no deber\xc3\xadas defenser que haya restricciones. Si no es que no conf\xc3\xadas mucho en las vacunas.'
2022-01-27 10:28:39,"b'Tarragona, Espa\xc3\xb1a'","b'@OSKARPALU @hermanntertsch La mayor\xc3\xada de los hospitalizados y en UCI son vacunados. \xc2\xbfQu\xc3\xa9 me est\xc3\xa1s contando? No ser un borrego que se toma los telediarios como verdad revelada no es ser antivacunas. Darse cuenta de que esto que llaman vacunas contra el covid no son m\xc3\xa1s que una megaestafa, tampoco.'"
2022-01-27 10:28:18,b'Espa\xc3\xb1a',"b'Teor\xc3\xada de que los virus no existen, pero que fueron creados por las farmac\xc3\xa9uticas, pero la vida se constituye de ellos, pero que los fabrica el cuerpo humano, pero que no se pueden contagiar, pero que si los tienes es por que te los inyectan con la vacuna. https://t.co/bwgiA3SMfm'"
2022-01-27 10:27:24,"b'La Rioja, Espa\xc3\xb1a'","b'\xe2\x9d\x94PREGUNTAS COVID: \xc2\xbfPuedo acudir a la cita para la vacuna si ese d\xc3\xada tengo s\xc3\xadntomas?\n\n\xe2\x9e\xa1\xef\xb8\x8f No, no se debe acudir en caso de tener cuadros de fiebre e infecciones agudas graves.\n\n\xe2\x9e\xa1\xef\xb8\x8f Se debe llamar a Covid Responde para reprogramar la cita: 941298333. https://t.co/O8CaS9YtR0'"
2022-01-27 10:26:59,"b'Andaluc\xc3\xada, Espa\xc3\xb1a'",b'@IosefStealer Tienen que poner vacunas hasta 2035 que ya est\xc3\xa1n compradas. L\xc3\xb3gico.'
2022-01-27 10:26:46,"b'Purullena, Espa\xc3\xb1a'","b'@sheilamisterio @abc_es @javieraspron Los expertos creen que las secuelas del covid coinciden con uno de los efectos secundarios (reconocido, est\xc3\xa1 en la p\xc3\xa1gina oficial de sanidad) de la vacuna.'"
2022-01-27 10:25:11,"b'Zaragoza, Espa\xc3\xb1a'",b'@GobAragon @SaludPublicaAra @EscuelaSaludARA Las vacunas no disminuyen la posibilidad de contraer la enfermedad. El pico de la ola qued\xc3\xb3 atr\xc3\xa1s y estamos en ca\xc3\xadda libre. No hay beneficio-riesgo claro a favor de la vacunaci\xc3\xb3n de ni\xc3\xb1os sanos y tampoco de ni\xc3\xb1os que han superado la infecci\xc3\xb3n.'
2022-01-27 10:23:44,b'Espa\xc3\xb1a ',"b'@Nolesvotes @MafaldaVnzl @CristinaSegui_ @FrayJosepho @sarabandkasny @Anazacco @LExiliado @MymeOcio Me pregunto si alguno de esos m\xc3\xa9dicos psic\xc3\xb3patas que tan alegremente recomiendan la vacuna se han molestado en leerse el prospecto. Es una pregunta ret\xc3\xb3rica, claro, sabemos que no.'"
2022-01-27 10:23:36,b'Espa\xc3\xb1a',b'La incidencia es muy leve: dos nuevos efectos secundarios en las vacunas de Moderna #covid_19 \n\nhttps://t.co/jQl3tx1by7'
2022-01-27 10:22:31,"b'Andaluc\xc3\xada, Espa\xc3\xb1a'",b'@jcnanalon En vacunas Covid.'
2022-01-27 10:20:13,"b'Burgos, Espa\xc3\xb1a'","b'Madrugar, editar video, migra\xc3\xb1a, descanso, editar video, vacuna, editar video.\n\nMi ma\xc3\xb1ana de hoy es eso'"
2022-01-27 10:18:17,b'Espa\xc3\xb1a',b'@mapi58 Esto unido a posibles trombos y co\xc3\xa1gulos fue lo que hizo que no me gustasen ninguna de esas 2 vacunas. Al final ser\xc3\xada peor el remedio que la enfermedad.'
2022-01-27 10:17:27,"b'Reino de Espa\xc3\xb1a, Madre Hispana'","b'@gatetevoraz @mrjesusfigueroa @KamiKaz67046218 @il_lustre @Pilicar3 @GSuspesa @FreeyellowMarta @mestel9 @CalimeroInfante @vlc_JI @POZI1972 @QuijoteNordeste @Tesadepaso @PepHernandez4 @Juanma_Saez @Donpimpon2011 @MarcKlein_ @JordiN_Zaragoza @BEsquiliche @sabina66801497 @elnengarrofa @77populacho @Historieseuropa @vxerocomunista @Tomillar63 @Crateroccator @naty_alfonsa @Christi36833350 @Morafanova @Hutusensidecar @SophieScholl17 @Jordi_Ferrer @Bilbox20 @Zulo_ESP2 @Mr_morq @Carmatpor @ochoabravo32 @micosapiens @PeiBasque @ChunamiD @TheTuitero2 @MorteYork @Aurantiacum @antifazporspain @lovenjaire @PapaTeLoExplica @JosepNada @sendaabaetxo @ya_no_soy @lgoritme Debido a la gran cantidad de efectos adversos de las vacunas experimentales Covid, la Generalidad de Catalu\xc3\xb1a pide que solo se comunique en la tarjeta amarilla solo algunas de las muchas reacciones adversas.\n#Niuncamposingrillosniuntontosinlazoamarillo\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\nhttps://t.co/hY9vWl8CV1'"
2022-01-27 10:17:00,"b'Vigo, Espa\xc3\xb1a'","b'mientras no se vacun\xc3\xb3, no tuvo problemas de salud.\n\nse vacuna, se muere\xe2\x80\xa6 y los medios dicen que fue por haberse vacunado tarde\xe2\x80\xa6\n\nson idiotas o nos toman por idiotas??\n\n@lavozdegalicia https://t.co/Hy4IUj2fpB'"
2022-01-27 10:16:44,"b'Sevilla, Espa\xc3\xb1a'",b'Current mood: esperando que se me pase el dolor de brazo post-vacuna para probarme ropa nueva.'
2022-01-27 10:16:14,"b'Islas Canarias, Espa\xc3\xb1a'","b'@Carolalon1 Si recordamos aquel caos infinito, cuando la pandemia comenz\xc3\xb3 a hacer estragos, cuando no hab\xc3\xadan suficientes respiradores ni ten\xc3\xadamos a mano la vacuna con los hospitales colapsados y mucha gente en los pasillos. Alguien cree que hubieran habido menos fallecidos? Alguien lo cree?'"
2022-01-27 10:16:03,b'Espa\xc3\xb1a',"b'@AlexandraJAlva4 @FedeSchl @BeatrizTalegon @Diario_16 Es usted quien dice que yo asumo que funcionan igual, cosa que es falsa. As\xc3\xad que no ponga en mi boca argumentos que no he usado. Y no es la primera vez.\nA un inmunodeprimido se le vacuna si no lo est\xc3\xa1 y es necesario pues as\xc3\xad lo considera la comunidad cient\xc3\xadfica de todo el mundo.'"
2022-01-27 10:15:16,"b'\xc2\xa1Espa\xc3\xb1a, tierra de Mar\xc3\xada! '","b'La Dra. Gonz\xc3\xa1lez dice que otro de los efectos de las vacunas en j\xc3\xb3venes es el de los desajustes neurops\xc3\xadquicos:\n\nCarta de Carmen Gonz\xc3\xa1lez Uceda, m\xc3\xa9dico de familia: \xe2\x80\x9cAhora ya hay motivos para no recomendar indiscriminadamente las vacunas\xe2\x80\x9d\nhttps://t.co/AguDLwnrwh'"
2022-01-27 10:15:01,"b'Alicante, Espa\xc3\xb1a'","b'Parestesia, el nuevo efecto secundario de la vacuna de Moderna https://t.co/3NxdOgbcuV'"
2022-01-27 10:14:46,"b'\xc2\xa1Espa\xc3\xb1a, tierra de Mar\xc3\xada! '","b'La Dra. Gonz\xc3\xa1lez dice que otro de los efectos de las vacunas en j\xc3\xb3venes es el de los desajustes neurops\xc3\xadquicos:\n\nCarta de Carmen Gonz\xc3\xa1lez Uceda, m\xc3\xa9dico de familia: \xe2\x80\x9cAhora ya hay motivos para no recomendar indiscriminadamente las vacunas\xe2\x80\x9d\nhttps://t.co/AguDLwF2nP'"
2022-01-27 10:14:33,"b'Valencia, Espa\xc3\xb1a'",b'@abc_es @javieraspron Excepto para los antivacunas que predican que son causa de las vacunas'
2022-01-27 10:13:27,b'Espa\xc3\xb1a/Italia/Singapur',b'@Enheduanna19 @tony73_ 0 vacunas y que le den a la OMS.'
2022-01-27 10:13:05,"b'C\xc3\xa1diz, Espa\xc3\xb1a'","b'La vacuna me ha dejado hecha mierda, llevo desde ayer con fiebre y parece que me ha pasado un tren por encima \xf0\x9f\xa5\xb2'"
2022-01-27 10:12:57,b'Spain (USA in my feelings) ',"b'@fotografiasGR @elmundoes ..., no has entendido nada. Como dicen los anglosajones: Simple minded. La vacuna implica un riesgo innecesario en gente joven y sana, si no lo quieres entender, o eres corto, o tienes simplemente tendencias totalitarias y no te importan los derechos individuales en absoluto.'"
2022-01-27 10:12:42,"b'Madrid, Espa\xc3\xb1a'",b'Casi un mill\xc3\xb3n de vacunas contra la COVID caducaron en Espa\xc3\xb1a en 2021 https://t.co/T0YAd3YSBB'
2022-01-27 10:11:27,"b'Madrid, Espa\xc3\xb1a'","b'Desde el Colegio Jos\xc3\xa9 Echegaray de Madrid, debatimos sobre las vacunas y si acabar\xc3\xa1n con el coronavirus. Con Am\xc3\xb3s Garc\xc3\xada Rojas, Presidente de la Asociaci\xc3\xb3n Espa\xc3\xb1ola de Vacunolog\xc3\xada y la inesperada visita  de la Ministra de Sanidad, Carolina Darias. https://t.co/mEXnbylKUc https://t.co/wcd3ipyaNc'"
2022-01-27 10:10:23,"b'Vigo, Espa\xc3\xb1a'",b'@KirinGamingClub Yo no quiero salir de cama porque me encuentro malito la vacuna me hace efecto \xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\xa4\x95'
2022-01-27 10:09:45,"b'A Coru\xc3\xb1a, Espa\xc3\xb1a'",b'O efecto que mas me jodiu da vacuna fui sacar a tirita'
2022-01-27 10:09:37,"b'Comunidad de Madrid, Espa\xc3\xb1a'","b'@canalproserpina Esta enfermedad necesita vacunas, y habr\xc3\xa1 que mejorarlas. \n\nMi opini\xc3\xb3n al respecto de por qu\xc3\xa9 se ha levantado la l\xc3\xb3gica sospecha de propaganda. \n\nhttps://t.co/7cEZpRw3l7'"
2022-01-27 10:09:26,"b'Asturias,Espa\xc3\xb1a'",b'machada por la vacuna pero no pasa nada porque todos los males se me pasar\xc3\xa1n ma\xc3\xb1ana con un jagger redbull  \xf0\x9f\xa5\xb0'
2022-01-27 10:08:43,b'Spain',"b'@Castaway1977 @FedeSchl @BeatrizTalegon @Diario_16 Yo NO me escabullo. Lo expliqu\xc3\xa9 antes.\nUsted es el que asume que todas las vacunas funcionan igual y yo le digo que no,\nNi siquiera en una tradicional. Si un inmunodeprimido no desarrolla anticuerpos s\xc3\xb3lidos frente a la influenza de manera natural, tampoco lo va hacer con vacunas'"
2022-01-27 10:08:34,"b'Comunidad de Madrid, Espa\xc3\xb1a'",b'De verdad que los anti mascarillas y los anti vacunas son las personas m\xc3\xa1s asquerosas del planeta https://t.co/N293ePFUMX'
2022-01-27 10:08:22,b'Espa\xc3\xb1a',b'@DebatAlRojoVivo Las vacunas matan a las defensas naturales de nuestro organismo y los no vacunados ser\xc3\xa1n la vacuna de los vacunados'
2022-01-27 10:06:40,b'Espa\xc3\xb1a',"b'Madre que l\xc3\xado. \xc2\xbfDebo solicitar la 3\xc2\xb0 vacuna? Tengo 35. \nHala, lo pregunto al aire. \xf0\x9f\x98\x85'"
2022-01-27 10:06:38,b'Spain',"b'@Castaway1977 @FedeSchl @BeatrizTalegon @Diario_16 Usted se niega a entender que la terapia g\xc3\xa9nica solo le facilita anticuerpos contra la S de la primeras cepas.\nNi siquiera le protege contra Omicron pq la Spike es diferente\nY ni siquiera desarrolla anticuerpos contra la nucleocapside.\n\nNo son vacunas, son terapias g\xc3\xa9nicas'"
2022-01-27 10:05:52,b'Espa\xc3\xb1a',b'@AlexandraJAlva4 @FedeSchl @BeatrizTalegon @Diario_16 Pero es gracioso como intentaescabullirse de reconocer que las vacunas se administran a pacientes inmunodeprimidos precisamente por su situaci\xc3\xb3n desde antes de la Covid19 \xf0\x9f\x98\x86'
2022-01-27 10:05:23,"b'Sevilla, Spain'","b'El doctor \xc3\x81ngel Hern\xc3\xa1ndez, pediatra y colaborador del Comit\xc3\xa9 Asesor de Vacunas en la Asociaci\xc3\xb3n Espa\xc3\xb1ola de #Pediatr\xc3\xada: ""Ser\xc3\xada una buena noticia poder disponer de #vacuna para los m\xc3\xa1s peque\xc3\xb1os"" \n\xe2\x9c\x8d Por @NMarquezA \n#Sevilla #SevillaHoy \n\n https://t.co/tPpr8BwHXa'"
2022-01-27 10:04:57,"b'\xc3\x89cija, Espa\xc3\xb1a'","b'@SdeSanty @Befmirandagmai1 De la de que los que se la ponen son retrasados o pardillos.\n\nEn realidad de ninguna de la que dices. S\xc3\xadmplemente que han magnificado una enfermedad con m\xc3\xbaltiples fines y la vacuna forma parte de la estafa. Y como no se cu\xc3\xa1l es su papel en ella, no me f\xc3\xado.'"
2022-01-27 10:03:41,"b'Comunidad de Madrid, Espa\xc3\xb1a'","b'@canalproserpina Supongo que porque los anticuerpos, incluso de esas vacunas, est\xc3\xa1n dando resultados positivos en ni\xc3\xb1os. Sin ser panacea ni arreglo a largo plazo.\n\nSigue siendo decisi\xc3\xb3n de los padres, pero desde luego que es l\xc3\xb3gico que levante sospechas despu\xc3\xa9s de haber predicado levedad infantil'"
2022-01-27 10:03:19,"b'Barcelona, Espa\xc3\xb1a'",b'@itsestihere Holii! Buah pues despu\xc3\xa9s de lo de la vacuna de tanto estar estirada o sentada ahora tengo o ci\xc3\xa1tica o lumbago ya no s\xc3\xa9 ni qu\xc3\xa9 es y hoy tengo hasta dolor de cabeza \xf0\x9f\x98\x85\nEn fin que me hago mayor \xf0\x9f\x98\x82\nMa\xc3\xb1ana te ponen la vacuna no? A ver si no tienes efectos secundarios! \xf0\x9f\x99\x8f\xf0\x9f\x92\xaa'
2022-01-27 10:02:31,b'Spain',"b'@Castaway1977 @FedeSchl @BeatrizTalegon @Diario_16 Se da cuenta como usted mismo afirma que la vacuna de covid no le evita ni siquiera la infecci\xc3\xb3n.\nNo son vacunas\nSon terapias g\xc3\xa9nicas y cuanto m\xc3\xa1s se inocule , m\xc3\xa1s posibilidades tendr\xc3\xa1 de desarrollar enfermedades inmunitarias'"
2022-01-27 10:00:55,b'Alicante y Murcia (Spain)',b'Neil Young abandona Spotify. Spotify elige la mentira frente al arte y los valores renunciando a un cat\xc3\xa1logo de oro. Ojal\xc3\xa1 pague caro su error.  https://t.co/j67zes26BP'
2022-01-27 10:00:44,"b'Vitoria-Gasteiz, Espa\xc3\xb1a'","b""Era cuesti\xc3\xb3n de tiempo que el fraude digital y el cibercrimen llegaran tambi\xc3\xa9n al 'Universo Covid', esto es, al mundo de las vacunas, los pasaportes digitales... Este art\xc3\xadculo de @elpais_espana da buena fe de ello.\n\n\xf0\x9f\x91\x89 https://t.co/EUFCoLxcgh https://t.co/D74x8TNBVn"""
2022-01-27 10:00:07,b'Espa\xc3\xb1a',b'Informaci\xc3\xb3n vacunas 27/01/2022 \xf0\x9f\x87\xaa\xf0\x9f\x87\xb8\n\n\xe2\x80\xa3 Vacunas distribuidas: 93.078.787 (0)\n\xe2\x80\xa3 Una dosis: 40.848.444 (23.902)\n\xe2\x80\xa3 Completas: 38.264.820 (11.174)\nPoblaci\xc3\xb3n inmunizada: 80.64%\n#COVID19Espa\xc3\xb1a #COVID19Data #COVID19Spain https://t.co/VQwwSKB15j'
2022-01-27 09:58:29,"b'M\xc3\xa1laga, Andaluc\xc3\xada, Espa\xc3\xb1a'","b'@LiberalMind10 Es que es por eso mismo este se llama SARS-COVID 19. Es otro tipo de coronavirus y las vacunas actuales son modificadas de otros estudios anteriores de SARS, de ah\xc3\xad que haya habido una vacuna tan r\xc3\xa1pido (adem\xc3\xa1s de los avances tecnol\xc3\xb3gicos). No intentes explicarlo.'"
2022-01-27 09:57:25,b'Spain',"b'@europapress Y siguen con el puto ""riesgo de infecci\xc3\xb3n"". A ver si se puede decir m\xc3\xa1s claro: Que ninguna vacuna se dise\xc3\xb1a para evitar el contagio!! Joder, que es los m\xc3\xa1s b\xc3\xa1sico...'"
2022-01-27 09:56:39,b'Espa\xc3\xb1a',"b'@AlexandraJAlva4 @FedeSchl @BeatrizTalegon @Diario_16 Ah, entonces como pas\xc3\xa9 el sarampi\xc3\xb3n (como gran cantidad de nenos aparte de la varicela) y estaba vacunado vale, pero s\xc3\xad un vacunado de COVID lo pilla es que las vacunas no valen pa nada \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86'"
2022-01-27 09:55:32,"b'Madrid, Espa\xc3\xb1a.'","b'@JavierVillamor Remarcan lo de ""antivacunas"" pero no que fue despu\xc3\xa9s de ponerse la ""vacuna""...\nPrensa c\xc3\xb3mplice de genocidio.'"
2022-01-27 09:54:37,b'Espa\xc3\xb1a',"b'@Befmirandagmai1 @Buenrollo13 Saca la estad\xc3\xadstica de infartos en general al a\xc3\xb1o! \nSin vacunas ni COVID por medio\xe2\x80\xa6, te sorprender\xc3\xada!!'"
2022-01-27 09:53:34,"b'Principado de Asturias, Espa\xc3\xb1a'",b'Puta vacuna'
2022-01-27 09:53:33,"b'M\xc3\xa1laga, Espa\xc3\xb1a'","b'@findwhy Pero eso no es porque te hayas puesto la tercera dosis sino por otros motivos. Est\xc3\xa1 demostrado que las vacunas actuales no evitan el contagio con \xc3\x93micron, aunque tengas 3, 4 o 5 dosis...'"
2022-01-27 09:52:57,b'Espa\xc3\xb1a',b'@recopilodatos @elmundoes Hace meses nadie negaba que una vacuna o un medicamento pudiera tener efectos secundarios. De hecho el ejemplo claro era poner un folleto de Ibuprofeno.'
2022-01-27 09:52:53,b'Espa\xc3\xb1a',b'Neil Young abandona Spotify tras acusar a la plataforma de propagar falsedades sobre las vacunas  https://t.co/PkKeG173Ip a trav\xc3\xa9s de @el_pais'
2022-01-27 09:51:47,"b'Catalu\xc3\xb1a, Espa\xc3\xb1a'","b'@19mic76 @NiusDiario Adem\xc3\xa1s, estas haciendo una comparaci\xc3\xb3n de todas las vacunas inyectadas en Espa\xc3\xb1a desde que empez\xc3\xb3 la campa\xc3\xb1a vacunal con el riesgo de COVID durante el 15/11/21 - 09/01/22. Evidentemente, si amplias la franja temporal del riesgo de COVID ver\xc3\xa1s como cambia la situaci\xc3\xb3n.'"
2022-01-27 09:51:43,b'Spain',"b'@Degm249 @Elemmusique En algunas personas, claro que s\xc3\xad. Como cualquier otra vacuna o f\xc3\xa1rmaco.'"
2022-01-27 09:51:22,b'Espa\xc3\xb1a',b'@Pablo_Jake85 @abc_es Si la.vacuna no es obligatoria nadie puede negarte asistencia. En qu\xc3\xa9 nos hemos convertido. Asco'
2022-01-27 09:49:59,"b'Comunidad Valenciana, Espa\xc3\xb1a'",b'@diariolaopinion El titular deber\xc3\xada ser que 9 de cada 10 ya han pasado Omicron y no necesitan m\xc3\xa1s vacunas.'
2022-01-27 09:49:06,"b'Madrid, Espa\xc3\xb1a'",b'@doctorgaona La pandemia que en muchos sitios desde hace mucho tiempo hay y no se quita con vacunas el Hambre y poco se habla de la hambruna es algo que cada d\xc3\xada Mueren miles de ni\xc3\xb1os personas sin ayuda ning\xc3\xbana saludos'
2022-01-27 09:48:31,"b'Barcelona, Espa\xc3\xb1a'","b'El 21 de diciembre de 2021, el primer ministro israel\xc3\xad, Naftali Bennett, declar\xc3\xb3: ""He dado la orden de preparar inmediatamente la inyecci\xc3\xb3n de una cuarta dosis de vacuna. [... ] El mundo nos seguir\xc3\xa1""...\n\nCompare con los resultados de Sud\xc3\xa1frica (28% doble vax).\n\n \xc2\xbfEfectivo? https://t.co/6dqbUCIjiX'"
2022-01-27 09:46:49,"b'Seville, Spain'",b'El pasaporte covid sirve para poco m\xc3\xa1s que dar por c*** a los no vacunados/anti-vacunas/negacionistas. Pero me parece bien que se pida... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 #DunningKruger'
2022-01-27 09:45:56,"b'Madrid, Espa\xc3\xb1a'",b'@raulmhdez3 Ahora queda la vacuna \xe2\x98\xa0\xef\xb8\x8f'
2022-01-27 09:45:55,b'Espa\xc3\xb1a',"b'@jsegomeez @EnfrmraSaturada @AEMPSGOB De los millones de vacunas puestas el porcentaje es poco si, es una realidad. Si hubiera una f\xc3\xa1rmacovogilancia en un simple nolotil ver\xc3\xadas cuanta gente le pasa algo tambi\xc3\xa9n.'"
2022-01-27 09:45:06,b'Espa\xc3\xb1a',b'@EspejoPublico Las vacunas matan a las defensas naturales de nuestro organismo y los no vacunados ser\xc3\xa1n la vacuna de los vacunados'
2022-01-27 09:45:05,b'Espa\xc3\xb1a',b'@angelne68353041 @abc_deportes \xc2\xbfDel covid o de las vacunas?'
2022-01-27 09:45:04,b'Navarra / Espa\xc3\xb1a / U.E ',"b'@abc_es La Comisi\xc3\xb3n de salud p\xc3\xbablica de Espa\xc3\xb1a, deber\xc3\xada actualizar sus datos en cuanto a la eficacia en general / protecci\xc3\xb3n contra el Covid 19 de las diferentes vacunas aprobadas en la Uni\xc3\xb3n Europea , o pa\xc3\xadses miembros.....y ....'"
